Site Name,Lakeside mh041,Lakeside mh041,Lakeside mh041,Lakeside mh041
Isco Quantity,Level,Velocity,Flow Rate,Input Voltage
Label,Level,Velocity,Flow Rate,Input Voltage
Units,Meters,MetersPerSecond,CubicMetersPerSecond,Volts
Resolution,0.1,0.1,0.1,0.1
Significant Digits,0,0,0,0
,,,,
6/11/2004 13:30,0.235,0.673,0.09,11.96
6/11/2004 14:00,0.233,0.63,0.083,11.975
6/11/2004 14:30,0.232,0.597,0.078,11.931
6/11/2004 15:00,0.231,0.602,0.078,11.917
6/11/2004 15:30,0.226,0.604,0.076,11.917
6/11/2004 16:00,0.226,0.64,0.081,11.931
6/11/2004 16:30,0.226,0.615,0.077,11.874
6/11/2004 17:00,0.225,0.606,0.076,11.874
6/11/2004 17:30,0.222,0.603,0.074,11.86
6/11/2004 18:00,0.221,0.621,0.076,11.86
6/11/2004 18:30,0.226,0.612,0.077,11.86
6/11/2004 19:00,0.226,0.599,0.076,11.845
6/11/2004 19:30,0.225,0.629,0.079,11.845
6/11/2004 20:00,0.229,0.649,0.083,11.845
6/11/2004 20:30,0.231,0.608,0.079,11.831
6/11/2004 21:00,0.248,0.71,0.103,11.831
6/11/2004 21:30,0.289,0.765,0.137,11.773
6/11/2004 22:00,0.324,0.766,0.16,11.802
6/11/2004 22:30,0.311,0.746,0.147,11.802
6/11/2004 23:00,0.297,0.786,0.145,11.802
6/11/2004 23:30,0.287,0.773,0.137,11.788
6/12/2004 0:00,0.279,0.764,0.129,11.788
6/12/2004 0:30,0.266,0.704,0.112,11.773
6/12/2004 1:00,0.259,0.76,0.116,11.773
6/12/2004 1:30,0.249,0.686,0.1,11.759
6/12/2004 2:00,0.243,0.716,0.1,11.773
6/12/2004 2:30,0.236,0.648,0.087,11.745
6/12/2004 3:00,0.235,0.687,0.092,11.745
6/12/2004 3:30,0.229,0.668,0.086,11.73
6/12/2004 4:00,0.225,0.62,0.078,11.73
6/12/2004 4:30,0.224,0.622,0.078,11.716
6/12/2004 5:00,0.222,0.631,0.078,11.73
6/12/2004 5:30,0.222,0.625,0.077,11.701
6/12/2004 6:00,0.22,0.624,0.076,11.701
6/12/2004 6:30,0.221,0.622,0.076,11.701
6/12/2004 7:00,0.226,0.583,0.074,11.701
6/12/2004 7:30,0.23,0.67,0.087,11.687
6/12/2004 8:00,0.238,0.697,0.095,11.687
6/12/2004 8:30,0.245,0.721,0.102,11.687
6/12/2004 9:00,0.251,0.71,0.104,11.673
6/12/2004 9:30,0.258,0.694,0.106,11.673
6/12/2004 10:00,0.263,0.695,0.109,11.673
6/12/2004 10:30,0.268,0.729,0.117,11.658
6/12/2004 11:00,0.269,0.719,0.116,11.673
6/12/2004 11:30,0.269,0.679,0.109,11.673
6/12/2004 12:00,0.269,0.756,0.122,11.658
6/12/2004 12:30,0.265,0.696,0.11,11.658
6/12/2004 13:00,0.263,0.717,0.112,11.428
6/12/2004 13:30,0.262,0.748,0.116,11.63
6/12/2004 14:00,0.258,0.716,0.109,11.644
6/12/2004 14:30,0.258,0.712,0.108,11.63
6/12/2004 15:00,0.251,0.696,0.102,11.63
6/12/2004 15:30,0.248,0.7,0.101,11.615
6/12/2004 16:00,0.246,0.627,0.09,11.615
6/12/2004 16:30,0.246,0.677,0.097,11.586
6/12/2004 17:00,0.243,0.681,0.095,11.586
6/12/2004 17:30,0.242,0.698,0.097,11.543
6/12/2004 18:00,0.241,0.643,0.089,11.572
6/12/2004 18:30,0.243,0.697,0.097,11.586
6/12/2004 19:00,0.242,0.688,0.096,11.586
6/12/2004 19:30,0.241,0.636,0.088,11.586
6/12/2004 20:00,0.24,0.627,0.086,11.586
6/12/2004 20:30,0.239,0.675,0.092,11.586
6/12/2004 21:00,0.239,0.691,0.094,11.586
6/12/2004 21:30,0.237,0.683,0.093,11.572
6/12/2004 22:00,0.237,0.65,0.088,11.558
6/12/2004 22:30,0.239,0.658,0.09,11.572
6/12/2004 23:00,0.24,0.657,0.09,11.572
6/12/2004 23:30,0.238,0.654,0.089,11.558
6/13/2004 0:00,0.236,0.666,0.089,11.558
6/13/2004 0:30,0.233,0.617,0.081,11.558
6/13/2004 1:00,0.226,0.602,0.076,11.558
6/13/2004 1:30,0.221,0.615,0.075,11.558
6/13/2004 2:00,0.217,0.607,0.072,11.543
6/13/2004 2:30,0.213,0.578,0.067,11.543
6/13/2004 3:00,0.209,0.573,0.065,11.543
6/13/2004 3:30,0.208,0.557,0.063,11.543
6/13/2004 4:00,0.207,0.555,0.062,11.543
6/13/2004 4:30,0.205,0.568,0.063,11.543
6/13/2004 5:00,0.205,0.59,0.065,11.529
6/13/2004 5:30,0.204,0.56,0.061,11.529
6/13/2004 6:30,0.204,0.579,0.063,11.601
6/13/2004 7:00,0.207,0.569,0.063,11.342
6/13/2004 7:30,0.212,0.582,0.067,11.601
6/13/2004 8:00,0.22,0.632,0.077,11.586
6/13/2004 8:30,0.228,0.67,0.086,11.572
6/13/2004 9:00,0.237,0.655,0.089,11.572
6/13/2004 9:30,0.248,0.698,0.101,11.572
6/13/2004 10:00,0.253,0.739,0.11,11.572
6/13/2004 10:30,0.257,0.714,0.108,11.572
6/13/2004 11:00,0.256,0.763,0.115,11.558
6/13/2004 11:30,0.254,0.703,0.105,11.543
6/13/2004 12:00,0.253,0.63,0.093,11.558
6/13/2004 12:30,0.25,0.68,0.099,11.558
6/13/2004 13:00,0.249,0.654,0.095,11.558
6/13/2004 13:30,0.245,0.629,0.089,11.543
6/13/2004 14:00,0.242,0.666,0.093,11.558
6/13/2004 14:30,0.241,0.655,0.091,11.543
6/13/2004 15:00,0.24,0.657,0.09,11.543
6/13/2004 15:30,0.237,0.589,0.079,11.543
6/13/2004 16:00,0.236,0.662,0.089,11.529
6/13/2004 16:30,0.234,0.614,0.081,11.543
6/13/2004 17:00,0.233,0.616,0.081,11.543
6/13/2004 17:30,0.233,0.593,0.078,11.529
6/13/2004 18:00,0.235,0.647,0.086,11.529
6/13/2004 18:30,0.235,0.639,0.085,11.529
6/13/2004 19:00,0.232,0.635,0.083,11.529
6/13/2004 19:30,0.235,0.62,0.083,11.515
6/13/2004 20:00,0.235,0.617,0.082,11.285
6/13/2004 20:30,0.237,0.654,0.088,11.5
6/13/2004 21:00,0.238,0.638,0.086,11.428
6/13/2004 21:30,0.242,0.684,0.095,11.371
6/13/2004 22:00,0.242,0.683,0.095,11.4
6/13/2004 22:30,0.242,0.68,0.095,11.443
6/13/2004 23:00,0.24,0.638,0.088,11.428
6/13/2004 23:30,0.239,0.656,0.09,11.443
6/14/2004 0:00,0.232,0.692,0.091,11.457
6/14/2004 0:30,0.223,0.617,0.077,11.457
6/14/2004 1:00,0.216,0.557,0.066,11.457
6/14/2004 1:30,0.21,0.58,0.066,11.457
6/14/2004 2:00,0.203,0.579,0.063,11.342
6/14/2004 2:30,0.199,0.574,0.06,11.443
6/14/2004 3:00,0.195,0.551,0.056,11.299
6/14/2004 3:30,0.192,0.545,0.055,11.443
6/14/2004 4:00,0.192,0.496,0.05,11.342
6/14/2004 4:30,0.192,0.52,0.052,11.443
6/14/2004 5:00,0.191,0.55,0.055,11.313
6/14/2004 5:30,0.193,0.559,0.057,11.443
6/14/2004 6:00,0.191,0.538,0.054,11.414
6/14/2004 6:30,0.196,0.564,0.058,11.457
6/14/2004 7:00,0.203,0.6,0.065,11.443
6/14/2004 7:30,0.217,0.608,0.073,11.457
6/14/2004 8:00,0.233,0.624,0.082,11.443
6/14/2004 8:30,0.242,0.648,0.09,11.428
6/14/2004 9:00,0.248,0.658,0.094,11.428
6/14/2004 9:30,0.246,0.658,0.094,11.428
6/14/2004 10:00,0.243,0.677,0.095,11.428
6/14/2004 10:30,0.243,0.649,0.091,11.414
6/14/2004 11:00,0.242,0.586,0.081,11.414
6/14/2004 11:30,0.238,0.561,0.076,11.4
6/14/2004 12:00,0.235,0.613,0.082,11.184
6/14/2004 12:30,0.236,0.616,0.083,11.4
6/14/2004 13:00,0.232,0.636,0.083,11.4
6/14/2004 13:30,0.233,0.591,0.078,11.4
6/14/2004 14:00,0.23,0.616,0.08,11.4
6/14/2004 14:30,0.232,0.648,0.085,11.371
6/14/2004 15:00,0.229,0.627,0.081,11.385
6/14/2004 15:30,0.227,0.592,0.075,11.328
6/14/2004 16:00,0.223,0.565,0.07,11.328
6/14/2004 16:30,0.222,0.585,0.072,11.342
6/14/2004 17:00,0.22,0.582,0.071,11.342
6/14/2004 17:30,0.221,0.605,0.074,11.328
6/14/2004 18:00,0.221,0.611,0.075,11.342
6/14/2004 18:30,0.223,0.661,0.082,11.342
6/14/2004 19:00,0.226,0.578,0.073,11.342
6/14/2004 19:30,0.226,0.589,0.074,11.342
6/14/2004 20:00,0.227,0.575,0.073,11.328
6/14/2004 20:30,0.228,0.584,0.075,11.313
6/14/2004 21:00,0.23,0.592,0.076,11.342
6/14/2004 21:30,0.23,0.617,0.08,11.328
6/14/2004 22:00,0.232,0.658,0.086,11.328
6/14/2004 22:30,0.231,0.623,0.081,11.126
6/14/2004 23:00,0.232,0.649,0.085,11.328
6/14/2004 23:30,0.228,0.599,0.077,11.313
6/15/2004 0:00,0.224,0.588,0.073,11.313
6/15/2004 0:30,0.217,0.596,0.071,11.313
6/15/2004 1:00,0.208,0.566,0.064,11.313
6/15/2004 1:30,0.2,0.544,0.058,11.313
6/15/2004 2:00,0.194,0.515,0.052,11.313
6/15/2004 2:30,0.191,0.52,0.052,11.328
6/15/2004 3:00,0.189,0.528,0.052,11.313
6/15/2004 3:30,0.187,0.515,0.05,11.313
6/15/2004 4:00,0.186,0.54,0.052,11.313
6/15/2004 4:30,0.182,0.509,0.047,11.313
6/15/2004 5:00,0.184,0.514,0.049,11.313
6/15/2004 5:30,0.185,0.492,0.047,11.313
6/15/2004 6:00,0.186,0.531,0.051,11.313
6/15/2004 6:30,0.189,0.552,0.054,11.313
6/15/2004 7:00,0.2,0.57,0.061,11.313
6/15/2004 7:30,0.215,0.612,0.072,11.299
6/15/2004 8:00,0.23,0.614,0.08,11.299
6/15/2004 8:30,0.243,0.614,0.086,11.299
6/15/2004 9:00,0.243,0.613,0.086,11.285
6/15/2004 9:30,0.242,0.608,0.084,11.285
6/15/2004 10:00,0.237,0.629,0.085,11.083
6/15/2004 10:30,0.237,0.632,0.085,11.285
6/15/2004 11:00,0.235,0.588,0.078,11.27
6/15/2004 11:30,0.23,0.584,0.076,11.27
6/15/2004 12:00,0.23,0.624,0.081,11.256
6/15/2004 12:30,0.226,0.594,0.075,11.256
6/15/2004 13:00,0.223,0.57,0.071,11.256
6/15/2004 13:30,0.222,0.561,0.069,11.241
6/15/2004 14:00,0.222,0.604,0.074,11.241
6/15/2004 14:30,0.221,0.582,0.071,11.256
6/15/2004 15:00,0.219,0.562,0.068,10.882
6/15/2004 15:30,0.216,0.598,0.071,11.155
6/15/2004 16:00,0.214,0.596,0.07,11.141
6/15/2004 16:30,0.213,0.561,0.065,11.213
6/15/2004 17:00,0.215,0.602,0.071,11.227
6/15/2004 17:30,0.215,0.585,0.069,11.256
6/15/2004 18:00,0.215,0.573,0.068,11.241
6/15/2004 18:30,0.219,0.643,0.078,11.241
6/15/2004 19:00,0.221,0.621,0.076,11.241
6/15/2004 19:30,0.224,0.592,0.074,11.241
6/15/2004 20:00,0.224,0.613,0.076,11.241
6/15/2004 20:30,0.224,0.58,0.072,11.256
6/15/2004 21:00,0.225,0.628,0.079,11.241
6/15/2004 21:30,0.224,0.607,0.076,11.241
6/15/2004 22:00,0.224,0.613,0.076,11.241
6/15/2004 22:30,0.227,0.588,0.075,11.241
6/15/2004 23:00,0.228,0.635,0.081,11.241
6/15/2004 23:30,0.226,0.63,0.08,11.256
6/16/2004 0:00,0.222,0.585,0.072,11.256
6/16/2004 0:30,0.214,0.515,0.06,11.256
6/16/2004 1:00,0.206,0.58,0.064,11.241
6/16/2004 1:30,0.198,0.542,0.057,11.256
6/16/2004 2:00,0.191,0.514,0.051,11.256
6/16/2004 2:30,0.184,0.505,0.048,11.241
6/16/2004 3:00,0.182,0.463,0.043,11.241
6/16/2004 3:30,0.184,0.464,0.044,11.241
6/16/2004 4:30,0.18,0.51,0.046,11.069
6/16/2004 5:00,0.179,0.492,0.045,11.313
6/16/2004 5:30,0.182,0.509,0.047,11.313
6/16/2004 6:00,0.182,0.538,0.05,11.299
6/16/2004 6:30,0.185,0.518,0.049,11.299
6/16/2004 7:00,0.195,0.551,0.057,11.055
6/16/2004 7:30,0.212,0.558,0.065,11.313
6/16/2004 8:00,0.226,0.596,0.075,11.299
6/16/2004 8:30,0.238,0.646,0.088,11.299
6/16/2004 9:00,0.24,0.573,0.079,11.285
6/16/2004 9:30,0.237,0.64,0.087,11.285
6/16/2004 10:00,0.236,0.626,0.084,11.285
6/16/2004 10:30,0.232,0.642,0.084,11.27
6/16/2004 11:00,0.23,0.624,0.081,11.27
6/16/2004 11:30,0.231,0.619,0.08,10.853
6/16/2004 12:00,0.225,0.608,0.077,11.27
6/16/2004 12:30,0.222,0.612,0.076,11.27
6/16/2004 13:00,0.222,0.588,0.072,11.256
6/16/2004 13:30,0.222,0.571,0.07,11.256
6/16/2004 14:00,0.219,0.579,0.07,11.256
6/16/2004 14:30,0.218,0.588,0.07,11.256
6/16/2004 15:00,0.214,0.577,0.067,11.241
6/16/2004 15:30,0.213,0.587,0.068,11.256
6/16/2004 16:00,0.213,0.623,0.073,11.256
6/16/2004 16:30,0.211,0.581,0.066,11.241
6/16/2004 17:00,0.211,0.573,0.066,11.256
6/16/2004 17:30,0.212,0.619,0.072,11.256
6/16/2004 18:00,0.211,0.587,0.067,11.241
6/16/2004 18:30,0.213,0.602,0.07,11.227
6/16/2004 19:00,0.216,0.584,0.069,11.256
6/16/2004 19:30,0.223,0.583,0.072,11.213
6/16/2004 20:00,0.224,0.64,0.08,11.17
6/16/2004 20:30,0.223,0.603,0.075,11.155
6/16/2004 21:00,0.222,0.604,0.074,11.126
6/16/2004 21:30,0.222,0.571,0.071,11.17
6/16/2004 22:00,0.225,0.586,0.074,11.184
6/16/2004 22:30,0.224,0.572,0.071,11.055
6/16/2004 23:00,0.226,0.605,0.076,11.184
6/16/2004 23:30,0.228,0.607,0.078,11.184
6/17/2004 0:00,0.224,0.618,0.077,11.155
6/17/2004 0:30,0.216,0.575,0.068,11.17
6/17/2004 1:00,0.206,0.538,0.06,11.112
6/17/2004 1:30,0.199,0.555,0.059,11.17
6/17/2004 2:00,0.192,0.52,0.052,11.055
6/17/2004 2:30,0.186,0.523,0.05,11.184
6/17/2004 3:00,0.181,0.546,0.05,11.069
6/17/2004 3:30,0.182,0.496,0.046,11.184
6/17/2004 4:00,0.182,0.541,0.05,11.055
6/17/2004 4:30,0.178,0.483,0.043,11.184
6/17/2004 5:00,0.176,0.497,0.044,11.141
6/17/2004 5:30,0.181,0.498,0.046,11.198
6/17/2004 6:00,0.18,0.512,0.047,11.184
6/17/2004 6:30,0.182,0.519,0.048,11.198
6/17/2004 7:00,0.193,0.563,0.057,11.184
6/17/2004 7:30,0.206,0.572,0.063,11.184
6/17/2004 8:00,0.225,0.585,0.074,11.184
6/17/2004 8:30,0.236,0.666,0.09,11.184
6/17/2004 9:00,0.241,0.577,0.08,11.184
6/17/2004 9:30,0.239,0.578,0.079,11.184
6/17/2004 10:00,0.238,0.625,0.085,11.17
6/17/2004 10:30,0.235,0.619,0.083,11.155
6/17/2004 11:00,0.233,0.635,0.084,10.94
6/17/2004 11:30,0.229,0.622,0.08,11.17
6/17/2004 12:00,0.229,0.637,0.082,11.17
6/17/2004 12:30,0.228,0.586,0.075,11.17
6/17/2004 13:00,0.223,0.61,0.076,11.155
6/17/2004 13:30,0.22,0.605,0.074,11.155
6/17/2004 14:00,0.22,0.562,0.069,11.155
6/17/2004 14:30,0.216,0.563,0.067,11.098
6/17/2004 15:00,0.217,0.598,0.071,11.112
6/17/2004 15:30,0.216,0.544,0.064,11.112
6/17/2004 16:00,0.213,0.562,0.065,11.112
6/17/2004 16:30,0.213,0.591,0.069,11.126
6/17/2004 17:00,0.214,0.593,0.069,11.112
6/17/2004 17:30,0.213,0.573,0.067,11.112
6/17/2004 18:00,0.213,0.571,0.066,11.126
6/17/2004 18:30,0.216,0.611,0.073,10.882
6/17/2004 19:00,0.221,0.597,0.073,11.112
6/17/2004 19:30,0.22,0.611,0.074,11.098
6/17/2004 20:00,0.22,0.56,0.068,11.112
6/17/2004 20:30,0.22,0.595,0.072,11.098
6/17/2004 21:00,0.22,0.551,0.067,11.112
6/17/2004 21:30,0.225,0.63,0.079,11.098
6/17/2004 22:00,0.225,0.618,0.078,11.112
6/17/2004 22:30,0.228,0.603,0.077,11.098
6/17/2004 23:00,0.228,0.581,0.074,11.112
6/17/2004 23:30,0.225,0.564,0.071,11.098
6/18/2004 0:00,0.22,0.597,0.072,11.112
6/18/2004 0:30,0.214,0.575,0.067,11.112
6/18/2004 1:00,0.202,0.553,0.06,11.112
6/18/2004 1:30,0.195,0.505,0.052,11.112
6/18/2004 2:00,0.188,0.529,0.051,11.112
6/18/2004 2:30,0.186,0.514,0.049,11.098
6/18/2004 3:00,0.181,0.498,0.046,11.112
6/18/2004 3:30,0.175,0.481,0.042,10.695
6/18/2004 4:00,0.18,0.504,0.046,11.112
6/18/2004 4:30,0.174,0.486,0.042,11.098
6/18/2004 5:00,0.175,0.477,0.042,11.098
6/18/2004 5:30,0.178,0.511,0.046,11.098
6/18/2004 6:00,0.174,0.498,0.043,11.098
6/18/2004 6:30,0.181,0.498,0.046,11.098
6/18/2004 7:00,0.192,0.515,0.052,11.098
6/18/2004 7:30,0.204,0.582,0.064,11.083
6/18/2004 8:00,0.221,0.583,0.071,11.098
6/18/2004 8:30,0.233,0.621,0.082,11.083
6/18/2004 9:00,0.236,0.609,0.082,11.083
6/18/2004 9:30,0.238,0.634,0.086,11.083
6/18/2004 10:00,0.238,0.606,0.082,11.083
6/18/2004 10:30,0.233,0.614,0.081,11.083
6/18/2004 11:00,0.231,0.635,0.083,11.083
6/18/2004 11:30,0.229,0.642,0.082,11.069
6/18/2004 12:00,0.227,0.643,0.082,11.083
6/18/2004 12:30,0.225,0.632,0.079,11.069
6/18/2004 13:00,0.223,0.613,0.076,11.069
6/18/2004 13:30,0.222,0.611,0.075,11.055
6/18/2004 14:00,0.218,0.573,0.069,11.04
6/18/2004 14:30,0.218,0.589,0.071,10.753
6/18/2004 15:00,0.215,0.58,0.068,10.983
6/18/2004 15:30,0.213,0.572,0.067,11.026
6/18/2004 16:00,0.213,0.589,0.068,11.011
6/18/2004 16:30,0.211,0.545,0.063,11.04
6/18/2004 17:00,0.211,0.601,0.069,11.055
6/18/2004 17:30,0.211,0.597,0.068,11.055
6/18/2004 18:00,0.214,0.573,0.067,11.055
6/18/2004 18:30,0.215,0.593,0.07,11.055
6/18/2004 19:00,0.214,0.569,0.066,11.04
6/18/2004 19:30,0.216,0.634,0.075,11.055
6/18/2004 20:00,0.219,0.589,0.071,11.055
6/18/2004 20:30,0.218,0.571,0.068,11.04
6/18/2004 21:00,0.218,0.606,0.073,11.055
6/18/2004 21:30,0.219,0.588,0.071,11.04
6/18/2004 22:00,0.22,0.587,0.071,11.055
6/18/2004 22:30,0.218,0.598,0.072,11.055
6/18/2004 23:00,0.216,0.606,0.072,11.055
6/18/2004 23:30,0.216,0.579,0.068,11.04
6/19/2004 0:00,0.214,0.586,0.069,11.055
6/19/2004 0:30,0.207,0.57,0.064,11.04
6/19/2004 1:00,0.201,0.535,0.057,11.04
6/19/2004 1:30,0.194,0.531,0.054,11.04
6/19/2004 2:00,0.19,0.511,0.05,11.04
6/19/2004 2:30,0.186,0.496,0.047,11.04
6/19/2004 3:00,0.179,0.507,0.046,11.055
6/19/2004 3:30,0.178,0.456,0.041,11.026
6/19/2004 4:30,0.176,0.49,0.043,11.126
6/19/2004 5:00,0.18,0.508,0.046,11.126
6/19/2004 5:30,0.179,0.492,0.045,11.126
6/19/2004 6:00,0.181,0.495,0.046,11.126
6/19/2004 6:30,0.189,0.52,0.051,11.126
6/19/2004 7:00,0.19,0.545,0.054,11.126
6/19/2004 7:30,0.195,0.534,0.055,11.112
6/19/2004 8:00,0.202,0.571,0.062,11.112
6/19/2004 8:30,0.214,0.572,0.067,11.112
6/19/2004 9:00,0.219,0.563,0.068,11.112
6/19/2004 9:30,0.226,0.616,0.078,11.112
6/19/2004 10:00,0.23,0.578,0.075,11.098
6/19/2004 10:30,0.233,0.622,0.082,11.098
6/19/2004 11:00,0.232,0.667,0.088,11.112
6/19/2004 11:30,0.231,0.615,0.08,11.112
6/19/2004 12:00,0.231,0.656,0.086,11.098
6/19/2004 12:30,0.229,0.609,0.078,11.112
6/19/2004 13:00,0.227,0.646,0.082,11.098
6/19/2004 13:30,0.227,0.614,0.078,11.098
6/19/2004 14:00,0.224,0.616,0.077,11.069
6/19/2004 14:30,0.225,0.618,0.077,11.083
6/19/2004 15:00,0.225,0.617,0.077,11.098
6/19/2004 15:30,0.222,0.597,0.074,11.098
6/19/2004 16:00,0.221,0.581,0.071,11.098
6/19/2004 16:30,0.218,0.587,0.071,10.753
6/19/2004 17:00,0.217,0.6,0.072,11.098
6/19/2004 17:30,0.218,0.612,0.074,11.083
6/19/2004 18:00,0.219,0.602,0.073,11.098
6/19/2004 18:30,0.216,0.598,0.071,11.098
6/19/2004 19:00,0.215,0.596,0.07,11.083
6/19/2004 19:30,0.215,0.613,0.072,11.011
6/19/2004 20:00,0.217,0.585,0.07,10.997
6/19/2004 20:30,0.219,0.603,0.073,10.652
6/19/2004 21:00,0.216,0.604,0.072,10.968
6/19/2004 21:30,0.216,0.573,0.068,11.026
6/19/2004 22:00,0.217,0.588,0.07,11.026
6/19/2004 22:30,0.217,0.596,0.071,11.026
6/19/2004 23:00,0.215,0.559,0.066,11.026
6/19/2004 23:30,0.213,0.582,0.068,11.026
6/20/2004 0:00,0.208,0.569,0.064,10.968
6/20/2004 0:30,0.206,0.517,0.057,11.026
6/20/2004 1:00,0.201,0.534,0.057,10.825
6/20/2004 1:30,0.197,0.524,0.054,11.026
6/20/2004 2:00,0.191,0.516,0.051,10.896
6/20/2004 2:30,0.182,0.515,0.048,11.026
6/20/2004 3:00,0.178,0.489,0.044,10.911
6/20/2004 3:30,0.181,0.485,0.045,11.011
6/20/2004 4:00,0.176,0.506,0.045,10.882
6/20/2004 4:30,0.173,0.458,0.039,11.026
6/20/2004 5:00,0.177,0.521,0.046,10.983
6/20/2004 5:30,0.171,0.483,0.041,11.04
6/20/2004 6:00,0.178,0.507,0.046,11.011
6/20/2004 6:30,0.175,0.503,0.044,11.026
6/20/2004 7:00,0.18,0.503,0.046,11.011
6/20/2004 7:30,0.185,0.556,0.053,11.011
6/20/2004 8:00,0.19,0.532,0.053,11.011
6/20/2004 8:30,0.199,0.566,0.06,11.026
6/20/2004 9:00,0.212,0.567,0.065,11.011
6/20/2004 9:30,0.222,0.638,0.079,11.011
6/20/2004 10:00,0.231,0.609,0.079,11.011
6/20/2004 10:30,0.237,0.661,0.089,10.983
6/20/2004 11:00,0.236,0.586,0.079,11.011
6/20/2004 11:30,0.235,0.628,0.084,11.026
6/20/2004 12:00,0.235,0.592,0.079,10.997
6/20/2004 12:30,0.23,0.579,0.075,11.011
6/20/2004 13:00,0.229,0.589,0.076,10.997
6/20/2004 13:30,0.229,0.594,0.076,11.011
6/20/2004 14:00,0.225,0.588,0.074,10.997
6/20/2004 14:30,0.221,0.572,0.07,10.968
6/20/2004 15:00,0.22,0.555,0.068,10.954
6/20/2004 15:30,0.219,0.532,0.064,10.954
6/20/2004 16:00,0.215,0.589,0.069,10.968
6/20/2004 16:30,0.214,0.547,0.064,10.968
6/20/2004 17:00,0.213,0.582,0.068,10.954
6/20/2004 17:30,0.212,0.586,0.067,10.968
6/20/2004 18:00,0.213,0.581,0.067,10.954
6/20/2004 18:30,0.212,0.616,0.071,10.638
6/20/2004 19:00,0.212,0.586,0.068,10.954
6/20/2004 19:30,0.214,0.607,0.071,10.925
6/20/2004 20:00,0.218,0.614,0.074,10.954
6/20/2004 20:30,0.218,0.554,0.067,10.954
6/20/2004 21:00,0.219,0.589,0.071,10.954
6/20/2004 21:30,0.221,0.543,0.067,10.954
6/20/2004 22:00,0.222,0.576,0.071,10.94
6/20/2004 22:30,0.223,0.623,0.077,10.954
6/20/2004 23:00,0.224,0.638,0.08,10.954
6/20/2004 23:30,0.219,0.568,0.069,10.954
6/21/2004 0:00,0.215,0.544,0.064,10.94
6/21/2004 0:30,0.208,0.543,0.061,10.954
6/21/2004 1:00,0.198,0.509,0.053,10.825
6/21/2004 1:30,0.188,0.495,0.048,10.954
6/21/2004 2:00,0.181,0.483,0.045,10.925
6/21/2004 2:30,0.18,0.498,0.045,10.925
6/21/2004 3:00,0.171,0.5,0.042,10.925
6/21/2004 3:30,0.174,0.474,0.041,10.925
6/21/2004 4:00,0.171,0.453,0.038,10.911
6/21/2004 4:30,0.167,0.45,0.037,10.925
6/21/2004 5:00,0.172,0.487,0.042,10.911
6/21/2004 5:30,0.165,0.458,0.037,10.911
6/21/2004 6:00,0.175,0.474,0.042,10.911
6/21/2004 6:30,0.171,0.479,0.041,10.925
6/21/2004 7:00,0.181,0.497,0.046,10.911
6/21/2004 7:30,0.197,0.537,0.056,10.925
6/21/2004 8:00,0.216,0.557,0.066,10.911
6/21/2004 8:30,0.231,0.616,0.08,10.911
6/21/2004 9:00,0.234,0.6,0.08,10.911
6/21/2004 9:30,0.232,0.642,0.084,10.537
6/21/2004 10:00,0.23,0.592,0.077,10.911
6/21/2004 10:30,0.232,0.595,0.078,10.911
6/21/2004 11:00,0.229,0.577,0.074,10.911
6/21/2004 11:30,0.23,0.619,0.08,10.911
6/21/2004 12:00,0.224,0.553,0.069,10.911
6/21/2004 12:30,0.222,0.592,0.073,10.911
6/21/2004 13:00,0.22,0.575,0.07,10.882
6/21/2004 13:30,0.22,0.584,0.071,10.882
6/21/2004 14:00,0.22,0.578,0.071,10.882
6/21/2004 14:30,0.216,0.552,0.065,10.868
6/21/2004 15:00,0.214,0.549,0.064,10.825
6/21/2004 15:30,0.214,0.565,0.066,10.753
6/21/2004 16:00,0.21,0.551,0.063,10.839
6/21/2004 16:30,0.206,0.515,0.057,10.853
6/21/2004 17:00,0.207,0.545,0.061,10.494
6/21/2004 17:30,0.206,0.588,0.065,10.853
6/21/2004 18:00,0.207,0.545,0.061,10.839
6/21/2004 18:30,0.207,0.511,0.057,10.853
6/21/2004 19:00,0.211,0.579,0.066,10.853
6/21/2004 19:30,0.213,0.544,0.063,10.825
6/21/2004 20:00,0.217,0.571,0.068,10.853
6/21/2004 20:30,0.22,0.536,0.065,10.853
6/21/2004 21:00,0.219,0.574,0.069,10.508
6/21/2004 21:30,0.218,0.577,0.069,10.868
6/21/2004 22:00,0.22,0.605,0.073,10.853
6/21/2004 22:30,0.219,0.539,0.065,10.853
6/21/2004 23:00,0.22,0.607,0.074,10.839
6/21/2004 23:30,0.217,0.589,0.07,10.839
6/22/2004 0:00,0.211,0.565,0.065,10.839
6/22/2004 0:30,0.204,0.507,0.055,10.853
6/22/2004 1:00,0.195,0.499,0.051,10.839
6/22/2004 1:30,0.19,0.503,0.05,10.839
6/22/2004 2:00,0.181,0.488,0.045,10.825
6/22/2004 2:30,0.172,0.472,0.04,10.839
6/22/2004 3:00,0.177,0.44,0.039,10.825
6/22/2004 3:30,0.165,0.411,0.033,10.839
6/22/2004 4:30,0.169,0.46,0.039,10.94
6/22/2004 5:00,0.171,0.447,0.038,10.954
6/22/2004 5:30,0.165,0.443,0.036,10.954
6/22/2004 6:00,0.172,0.437,0.037,10.94
6/22/2004 6:30,0.173,0.485,0.042,10.94
6/22/2004 7:00,0.181,0.518,0.048,10.94
