Site Name,North Shore,North Shore,North Shore,Ipswich Rain Gauge
Isco Quantity,Level,Velocity,Flow Rate,Rainfall
Label,Level,Velocity,Flow Rate,Rainfall
Units,in,ft/s,gpm,in
Resolution,0.1,0.1,0.1,0.1
Significant Digits,0,0,0,0
,,,,
4/6/2019 23:15,9.929,1.375,757.722,0
4/6/2019 23:30,9.615,1.27,670.233,0
4/6/2019 23:45,9.533,1.258,656.222,0
4/7/2019 0:00,9.221,1.189,593.447,0
4/7/2019 0:15,9.431,1.195,614.682,0
4/7/2019 0:30,9.356,1.165,592.69,0
4/7/2019 0:45,9.226,1.251,624.551,0
4/7/2019 1:00,8.993,1.091,526.122,0
4/7/2019 1:15,8.906,1.134,539.868,0
4/7/2019 1:30,9.145,1.194,589.084,0
4/7/2019 1:45,9.036,1.21,587.745,0
4/7/2019 2:00,9.176,1.176,582.966,0
4/7/2019 2:15,8.892,1.183,562.274,0
4/7/2019 2:30,8.973,1.164,560.111,0
4/7/2019 2:45,8.833,1.188,559.29,0
4/7/2019 3:00,8.658,1.145,524.547,0
4/7/2019 3:15,8.612,1.096,498.679,0
4/7/2019 3:30,8.743,1.123,521.625,0
4/7/2019 3:45,8.835,1.16,546.643,0
4/7/2019 4:00,8.759,1.105,514.295,0
4/7/2019 4:15,8.596,1.146,519.963,0
4/7/2019 4:30,8.567,1.166,526.573,0
4/7/2019 4:45,8.775,1.111,518.563,0
4/7/2019 5:00,8.597,1.165,528.631,0
4/7/2019 5:15,8.547,1.146,516.213,0
4/7/2019 5:30,8.604,1.104,501.835,0
4/7/2019 5:45,8.782,1.164,543.826,0
4/7/2019 6:00,8.708,1.109,512.283,0
4/7/2019 6:15,8.692,1.142,526.06,0
4/7/2019 6:30,8.959,1.132,543.559,0
4/7/2019 6:45,8.989,1.216,586.434,0
4/7/2019 7:00,8.944,1.162,556.501,0
4/7/2019 7:15,9.164,1.216,601.902,0
4/7/2019 7:30,9.338,1.181,599.447,0
4/7/2019 7:45,9.412,1.222,626.713,0
4/7/2019 8:00,9.349,1.277,649.145,0
4/7/2019 8:15,9.665,1.137,604.252,0
4/7/2019 8:30,9.883,1.273,697.108,0
4/7/2019 8:45,10.287,1.291,745.008,0
4/7/2019 9:00,10.657,1.366,826.322,0
4/7/2019 9:15,10.477,1.43,845.745,0
4/7/2019 9:30,10.58,1.345,805.971,0
4/7/2019 9:45,10.589,1.441,864.197,0
4/7/2019 10:00,10.562,1.549,925.907,0
4/7/2019 10:15,10.525,1.378,819.919,0
4/7/2019 10:30,10.878,1.466,910.836,0
4/7/2019 10:45,11.117,1.473,941.387,0
4/7/2019 11:00,10.79,1.491,916.542,0
4/7/2019 11:15,10.756,1.522,931.675,0
4/7/2019 11:30,10.782,1.491,915.898,0
4/7/2019 11:45,10.853,1.492,924.079,0
4/7/2019 12:00,10.856,1.379,854.309,0
4/7/2019 12:15,10.721,1.436,875.347,0
4/7/2019 12:30,10.753,1.467,897.745,0
4/7/2019 12:45,10.557,1.476,881.835,0
4/7/2019 13:00,10.446,1.422,837.57,0
4/7/2019 13:15,10.416,1.457,854.784,0
4/7/2019 13:30,10.473,1.55,916.115,0
4/7/2019 13:45,10.437,1.313,772.457,0
4/7/2019 14:00,10.463,1.464,864.011,0
4/7/2019 14:15,10.335,1.41,819.265,0
4/7/2019 14:30,10.295,1.364,788.412,0
4/7/2019 14:45,10.543,1.443,860.644,0
4/7/2019 15:00,10.51,1.441,855.759,0
4/7/2019 15:15,10.427,1.385,814.216,0
4/7/2019 15:30,10.178,1.331,757.875,0
4/7/2019 15:45,10.123,1.301,735.47,0
4/7/2019 16:00,10.259,1.345,773.703,0
4/7/2019 16:15,10.144,1.233,698.63,0
4/7/2019 16:30,10.304,1.357,785.045,0
4/7/2019 16:45,10.457,1.348,795.364,0
4/7/2019 17:00,9.817,1.299,705.116,0
4/7/2019 17:15,10.049,1.34,750.094,0
4/7/2019 17:30,10.145,1.314,744.579,0
4/7/2019 17:45,10.238,1.438,824.944,0
4/7/2019 18:00,10.151,1.377,780.881,0
4/7/2019 18:15,10.296,1.427,824.767,0
4/7/2019 18:30,10.146,1.403,795.381,0
4/7/2019 18:45,10.235,1.402,803.819,0
4/7/2019 19:00,10.282,1.432,826.203,0
4/7/2019 19:15,10.273,1.426,821.926,0
4/7/2019 19:30,10.173,1.382,786.351,0
4/7/2019 19:45,10.258,1.514,870.685,0
4/7/2019 20:00,10.585,1.375,824.146,0
4/7/2019 20:15,10.693,1.434,870.813,0
4/7/2019 20:30,10.606,1.468,881.998,0
4/7/2019 20:45,10.429,1.505,884.836,0
4/7/2019 21:00,10.461,1.373,810.163,0
4/7/2019 21:15,10.613,1.412,849.09,0
4/7/2019 21:30,10.484,1.436,850.251,0
4/7/2019 21:45,10.319,1.419,822.711,0
4/7/2019 22:00,10.469,1.403,829.085,0
4/7/2019 22:15,10.512,1.472,874.526,0
4/7/2019 22:30,9.891,1.344,736.434,0
4/7/2019 22:45,9.771,1.277,688.349,0
4/7/2019 23:00,9.616,1.195,630.656,0
4/7/2019 23:15,9.691,1.252,667.576,0
4/7/2019 23:30,9.817,1.31,710.799,0
4/7/2019 23:45,9.409,1.308,670.81,0
4/8/2019 0:00,9.194,1.183,587.906,0
4/8/2019 0:15,9.287,1.183,595.898,0
4/8/2019 0:30,9.101,1.133,555.545,0
4/8/2019 0:45,9.112,1.206,592.165,0
4/8/2019 1:00,8.816,1.085,509.584,0
4/8/2019 1:15,8.796,1.116,522.489,0
4/8/2019 1:30,9.038,1.182,573.876,0
4/8/2019 1:45,8.812,1.13,530.572,0
4/8/2019 2:00,8.897,1.04,494.567,0
4/8/2019 2:15,8.859,1.152,544.482,0
4/8/2019 2:30,8.887,1.16,550.587,0
4/8/2019 2:45,8.663,1.131,518.715,0
4/8/2019 3:00,8.753,1.145,532.769,0
4/8/2019 3:15,8.761,1.085,505.289,0.01
4/8/2019 3:30,8.831,1.129,531.571,0
4/8/2019 3:45,8.58,1.09,493.287,0
4/8/2019 4:00,8.712,1.135,524.687,0
4/8/2019 4:15,8.759,1.051,489.334,0
4/8/2019 4:30,8.839,1.103,519.894,0
4/8/2019 4:45,8.64,1.126,514.419,0.02
4/8/2019 5:00,8.552,1.048,472.353,0.02
4/8/2019 5:15,8.565,1.112,502.122,0
4/8/2019 5:30,8.892,1.12,532.395,0
4/8/2019 5:45,9.023,1.189,576.059,0
4/8/2019 6:00,9.24,1.231,615.97,0
4/8/2019 6:15,9.258,1.17,587.05,0.01
4/8/2019 6:30,9.511,1.128,586.86,0
4/8/2019 6:45,9.783,1.395,753.683,0
4/8/2019 7:00,9.952,1.275,704.627,0
4/8/2019 7:15,10.289,1.32,762.308,0.01
4/8/2019 7:30,10.337,1.446,839.935,0.01
4/8/2019 7:45,10.408,1.435,841.27,0.02
4/8/2019 8:00,10.638,1.447,873.159,0.02
4/8/2019 8:15,10.823,1.46,900.647,0.02
4/8/2019 8:30,10.896,1.463,910.809,0.02
4/8/2019 8:45,11.1,1.477,941.932,0
4/8/2019 9:00,10.853,1.454,900.55,0
4/8/2019 9:15,10.999,1.538,969.107,0
4/8/2019 9:30,11.086,1.525,971.291,0.01
4/8/2019 9:45,10.805,1.288,792.918,0.01
4/8/2019 10:00,10.727,1.531,933.979,0.01
4/8/2019 10:15,10.624,1.506,907.392,0.01
4/8/2019 10:30,10.766,1.442,883.621,0.01
4/8/2019 10:45,10.933,1.432,895.534,0.01
4/8/2019 11:00,10.873,1.414,878.172,0.01
4/8/2019 11:15,11.108,1.482,945.886,0.01
4/8/2019 11:30,11.26,1.481,962.163,0.01
4/8/2019 11:45,11.059,1.455,923.75,0.01
4/8/2019 12:00,10.882,1.522,946.263,0.01
4/8/2019 12:15,11.078,1.575,1002.18,0.01
4/8/2019 12:30,11.126,1.529,978.348,0.01
4/8/2019 12:45,11.072,1.537,976.726,0
4/8/2019 13:00,10.843,1.532,947.876,0.01
4/8/2019 13:15,10.938,1.421,888.921,0
4/8/2019 13:30,10.924,1.633,1020.06,0.01
4/8/2019 13:45,10.714,1.492,908.673,0.01
4/8/2019 14:00,10.813,1.523,939.058,0
4/8/2019 14:15,11.108,1.521,970.866,0.01
4/8/2019 14:30,11.142,1.543,988.957,0
4/8/2019 14:45,10.815,1.474,908.837,0.01
4/8/2019 15:00,10.887,1.494,929.376,0.01
4/8/2019 15:15,10.775,1.469,901.559,0
4/8/2019 15:30,10.642,1.441,869.529,0
4/8/2019 15:45,10.605,1.538,924.486,0
4/8/2019 16:00,10.684,1.586,962.056,0
4/8/2019 16:15,10.705,1.535,933.909,0
4/8/2019 16:30,10.559,1.442,861.314,0
4/8/2019 16:45,10.716,1.601,975.519,0
4/8/2019 17:00,10.734,1.433,874.585,0
4/8/2019 17:15,10.546,1.44,858.709,0
4/8/2019 17:30,10.582,1.467,879.273,0
4/8/2019 17:45,10.699,1.494,908.095,0
4/8/2019 18:00,10.583,1.276,764.815,0
4/8/2019 18:15,10.787,1.342,824.856,0
4/8/2019 18:30,10.859,1.523,944.22,0
4/8/2019 18:45,10.769,1.372,841.422,0
4/8/2019 19:00,10.852,1.477,914.66,0
4/8/2019 19:15,10.775,1.402,860.029,0
4/8/2019 19:30,11.027,1.408,890.1,0
4/8/2019 19:45,11.135,1.536,983.275,0
4/8/2019 20:00,10.993,1.573,990.74,0
4/8/2019 20:15,10.981,1.551,975.48,0
4/8/2019 20:30,10.854,1.48,916.701,0
4/8/2019 20:45,10.894,1.536,955.763,0
4/8/2019 21:00,10.863,1.313,813.896,0
4/8/2019 21:15,10.871,1.411,875.85,0
4/8/2019 21:30,10.799,1.297,798.184,0
4/8/2019 21:45,10.722,1.403,855.171,0
4/8/2019 22:00,10.523,1.374,817.422,0
4/8/2019 22:15,10.573,1.314,786.378,0
4/8/2019 22:30,10.289,1.36,785.548,0
4/8/2019 22:45,10.165,1.266,719.593,0
4/8/2019 23:00,10.315,1.341,776.714,0
4/8/2019 23:15,10.043,1.178,658.904,0
4/8/2019 23:30,9.848,1.254,683.132,0
4/8/2019 23:45,10.036,1.299,725.67,0
4/9/2019 0:00,9.958,1.241,686.567,0
4/9/2019 0:15,9.585,1.2,630.443,0
4/9/2019 0:30,9.386,1.162,593.902,0
4/9/2019 0:45,9.627,1.131,597.729,0
4/9/2019 1:00,9.483,1.2,621.769,0
4/9/2019 1:15,9.376,1.102,562.367,0
4/9/2019 1:30,9.461,1.153,595.418,0
4/9/2019 1:45,9.225,1.157,577.82,0
4/9/2019 2:00,9.423,1.21,621.733,0
4/9/2019 2:15,9.269,1.144,574.734,0
4/9/2019 2:30,9.175,1.204,596.937,0
4/9/2019 2:45,9.428,1.226,630.067,0
4/9/2019 3:00,9.283,1.166,587.099,0
4/9/2019 3:15,9.133,1.101,542.148,0
4/9/2019 3:30,9.167,1.133,560.914,0
4/9/2019 3:45,9.4,1.188,608.309,0
4/9/2019 4:00,9.33,1.171,593.69,0
4/9/2019 4:15,9.419,1.163,597.331,0
4/9/2019 4:30,9.52,1.253,652.785,0
4/9/2019 4:45,9.659,1.183,628.212,0
4/9/2019 5:00,9.518,1.17,609.007,0
4/9/2019 5:15,9.429,1.205,619.843,0
4/9/2019 5:30,9.556,1.207,631.994,0
4/9/2019 5:45,9.702,1.199,640.424,0
4/9/2019 6:00,10.156,1.233,700.086,0
4/9/2019 6:15,10.043,1.344,751.484,0
4/9/2019 6:30,10.144,1.228,696.206,0
4/9/2019 6:45,10.049,1.265,707.866,0
4/9/2019 7:00,10.547,1.228,732.95,0
4/9/2019 7:15,10.884,1.399,869.874,0
4/9/2019 7:30,11.032,1.428,903.51,0
4/9/2019 7:45,11.29,1.405,915.642,0
4/9/2019 8:00,11.403,1.449,956.826,0
4/9/2019 8:15,11.264,1.448,941.132,0
4/9/2019 8:30,11.298,1.422,927.698,0
4/9/2019 8:45,11.334,1.488,965.6,0
4/9/2019 9:00,11.198,1.401,903.874,0
4/9/2019 9:15,11.14,1.429,915.505,0
4/9/2019 9:30,10.964,1.409,884.079,0
4/9/2019 9:45,10.886,1.445,898.728,0
4/9/2019 10:00,11.038,1.279,809.932,0
4/9/2019 10:15,11.116,1.438,918.536,0
4/9/2019 10:30,11.007,1.413,891.555,0
4/9/2019 10:45,10.931,1.4,875.483,0
4/9/2019 11:00,11.158,1.49,956.485,0
4/9/2019 11:15,11.059,1.456,924.302,0
4/9/2019 11:30,11.022,1.395,881.839,0
4/9/2019 11:45,11.089,1.472,937.553,0
4/9/2019 12:00,11.165,1.449,930.889,0
4/9/2019 12:15,11.369,1.514,996.121,0
4/9/2019 12:30,11.025,1.429,903.591,0
4/9/2019 12:45,10.839,1.39,859.545,0
4/9/2019 13:00,10.67,1.299,786.764,0
4/9/2019 13:15,10.54,1.466,873.944,0
4/9/2019 13:30,10.559,1.365,815.631,0
4/9/2019 13:45,10.714,1.382,841.565,0
4/9/2019 14:00,10.705,1.285,781.971,0
4/9/2019 14:15,10.689,1.271,771.753,0
4/9/2019 14:30,10.919,1.365,851.957,0
4/9/2019 14:45,10.716,1.335,813.385,0
4/9/2019 15:00,10.572,1.362,815.156,0
4/9/2019 15:15,10.76,1.378,843.962,0
4/9/2019 15:30,10.557,1.319,787.879,0
4/9/2019 15:45,10.527,1.37,815.217,0
4/9/2019 16:00,10.691,1.372,833.484,0
4/9/2019 16:15,10.704,1.351,822.059,0
4/9/2019 16:30,10.685,1.414,857.89,0
4/9/2019 16:45,10.618,1.35,812.544,0
4/9/2019 17:00,10.661,1.226,741.646,0
4/9/2019 17:15,10.918,1.411,880.829,0
4/9/2019 17:30,10.948,1.334,835.496,0
4/9/2019 17:45,10.923,1.409,879.808,0
4/9/2019 18:00,10.807,1.375,846.99,0.01
4/9/2019 18:15,10.708,1.417,862.006,0.01
4/9/2019 18:30,10.759,1.411,864.132,0.01
4/9/2019 18:45,10.82,1.395,860.308,0.03
4/9/2019 19:00,10.921,1.309,817.677,0.03
4/9/2019 19:15,11.155,1.348,865.182,0.06
4/9/2019 19:30,11.255,1.523,989.006,0.01
4/9/2019 19:45,11.388,1.62,1068.26,0
4/9/2019 20:00,11.408,1.497,989.18,0
4/9/2019 20:15,11.726,1.463,1001.81,0
4/9/2019 20:30,11.538,1.456,976.057,0
4/9/2019 20:45,11.274,1.435,933.756,0
4/9/2019 21:00,11.185,1.421,915.305,0
4/9/2019 21:15,11.119,1.43,914.051,0
4/9/2019 21:30,11.086,1.504,957.348,0
4/9/2019 21:45,11.034,1.444,914.154,0.01
4/9/2019 22:00,10.835,1.24,766.625,0
4/9/2019 22:15,10.88,1.433,890.254,0
4/9/2019 22:30,10.639,1.356,818.205,0
4/9/2019 22:45,10.585,1.35,809.002,0
4/9/2019 23:00,10.386,1.298,758.796,0
4/9/2019 23:15,10.206,1.236,706.175,0
4/9/2019 23:30,10.271,1.336,769.913,0
4/9/2019 23:45,10.245,1.324,760.357,0
4/10/2019 0:00,10.047,1.305,730.478,0
4/10/2019 0:15,9.916,1.223,672.604,0
4/10/2019 0:30,9.716,1.261,675.016,0
4/10/2019 0:45,9.429,1.156,594.594,0
4/10/2019 1:00,9.58,1.171,615.13,0
4/10/2019 1:15,9.59,1.233,648.475,0
4/10/2019 1:30,9.48,1.24,642.039,0
4/10/2019 1:45,9.31,1.247,630.539,0
4/10/2019 2:00,9.484,1.166,604.416,0
4/10/2019 2:15,9.39,1.271,649.683,0
4/10/2019 2:30,9.534,1.24,647.228,0
4/10/2019 2:45,9.583,1.16,609.438,0
4/10/2019 3:00,9.583,1.208,634.513,0
4/10/2019 3:15,9.355,1.125,572.429,0
4/10/2019 3:30,9.253,1.205,604.073,0
4/10/2019 3:45,9.44,1.203,619.389,0
4/10/2019 4:00,9.477,1.196,619.074,0
4/10/2019 4:15,9.537,1.267,661.7,0
4/10/2019 4:30,9.555,1.222,639.796,0
4/10/2019 4:45,9.415,1.246,639.385,0
4/10/2019 5:00,9.415,1.186,608.725,0
4/10/2019 5:15,9.478,1.131,585.443,0
4/10/2019 5:30,9.611,1.224,645.42,0
4/10/2019 5:45,9.592,1.19,626.232,0
4/10/2019 6:00,9.745,1.182,634.914,0
4/10/2019 6:15,9.852,1.239,675.716,0
4/10/2019 6:30,10.086,1.242,698.384,0
4/10/2019 6:45,10.426,1.268,745.371,0
4/10/2019 7:00,10.665,1.313,794.785,0
4/10/2019 7:15,11.199,1.378,888.947,0
4/10/2019 7:30,11.355,1.429,938.21,0
4/10/2019 7:45,11.543,1.48,993.154,0
4/10/2019 8:00,11.687,1.521,1036.52,0
4/10/2019 8:15,11.755,1.583,1086.97,0
4/10/2019 8:30,11.629,1.418,960.341,0
4/10/2019 8:45,11.354,1.44,945.732,0
4/10/2019 9:00,11.159,1.462,938.814,0
4/10/2019 9:15,11.143,1.457,934.069,0
4/10/2019 9:30,11.586,1.424,960.043,0
4/10/2019 9:45,11.405,1.551,1024.43,0
4/10/2019 10:00,11.385,1.534,1010.8,0
4/10/2019 10:15,11.023,1.363,861.469,0
4/10/2019 10:30,10.975,1.436,902.174,0
4/10/2019 10:45,11.102,1.32,842.356,0
4/10/2019 11:00,11.168,1.517,975.007,0
4/10/2019 11:15,11.356,1.549,1017.36,0
4/10/2019 11:30,11.284,1.5,977.199,0
4/10/2019 11:45,11.204,1.456,939.864,0
4/10/2019 12:00,10.993,1.431,900.878,0
4/10/2019 12:15,10.993,1.48,932.263,0
4/10/2019 12:30,11.131,1.378,882.05,0
4/10/2019 12:45,10.904,1.374,856.491,0
4/10/2019 13:00,10.648,1.36,821.588,0
4/10/2019 13:15,10.915,1.326,827.1,0
4/10/2019 13:30,11.06,1.455,923.586,0
4/10/2019 13:45,11.044,1.439,911.83,0
4/10/2019 14:00,10.774,1.429,876.846,0
4/10/2019 14:15,10.974,1.363,856.325,0
4/10/2019 14:30,10.646,1.29,778.858,0
4/10/2019 14:45,10.711,1.315,800.751,0
4/10/2019 15:00,10.685,1.356,822.803,0
4/10/2019 15:15,10.571,1.348,806.426,0
4/10/2019 15:30,10.734,1.215,741.565,0
4/10/2019 15:45,10.672,1.276,773.164,0
4/10/2019 16:00,10.487,1.331,788.079,0
4/10/2019 16:15,10.575,1.365,817.306,0
4/10/2019 16:30,10.626,1.283,772.742,0
4/10/2019 16:45,10.666,1.436,869.202,0
4/10/2019 17:00,10.772,1.352,829.047,0
4/10/2019 17:15,10.609,1.393,837.633,0
4/10/2019 17:30,10.739,1.38,842.966,0
4/10/2019 17:45,10.952,1.445,905.365,0
4/10/2019 18:00,10.756,1.375,841.63,0
4/10/2019 18:15,11.022,1.226,774.905,0
4/10/2019 18:30,10.884,1.322,821.999,0
4/10/2019 18:45,10.926,1.41,880.736,0
4/10/2019 19:00,11.134,1.273,815.379,0
4/10/2019 19:15,11.057,1.353,858.705,0
4/10/2019 19:30,11.051,1.388,879.924,0
4/10/2019 19:45,11.218,1.398,904.13,0
4/10/2019 20:00,11.072,1.325,841.957,0
4/10/2019 20:15,10.971,1.234,775.24,0
4/10/2019 20:30,11.039,1.321,836.254,0
4/10/2019 20:45,11.301,1.449,945.908,0
4/10/2019 21:00,11.139,1.452,930.391,0
4/10/2019 21:15,11.141,1.447,927.255,0
4/10/2019 21:30,10.882,1.419,881.647,0
4/10/2019 21:45,10.972,1.388,871.971,0
4/10/2019 22:00,10.925,1.411,881.443,0
4/10/2019 22:15,10.845,1.4,866.33,0
4/10/2019 22:30,10.516,1.323,786.297,0
4/10/2019 22:45,10.407,1.335,782.39,0
4/10/2019 23:00,10.297,1.175,679.405,0
4/10/2019 23:15,10.376,1.301,759.811,0
4/10/2019 23:30,10.33,1.344,780.304,0
4/10/2019 23:45,10.15,1.283,727.458,0
4/11/2019 0:00,10.111,1.324,746.877,0
4/11/2019 0:15,9.825,1.239,673.149,0
4/11/2019 0:30,9.659,1.168,620.488,0
4/11/2019 0:45,9.366,1.126,573.577,0
4/11/2019 1:00,9.51,1.156,601.152,0
4/11/2019 1:15,9.353,1.121,570.06,0
4/11/2019 1:30,9.246,1.133,567.56,0
4/11/2019 1:45,9.388,1.14,582.896,0
4/11/2019 2:00,9.359,1.192,606.882,0
4/11/2019 2:15,9.215,1.117,556.793,0
4/11/2019 2:30,9.048,1.124,546.783,0
4/11/2019 2:45,9.027,1.113,539.593,0
4/11/2019 3:00,9.243,1.138,569.554,0
4/11/2019 3:15,9.161,1.191,589.331,0
4/11/2019 3:30,9.257,1.133,568.359,0
4/11/2019 3:45,9.062,1.13,550.647,0
4/11/2019 4:00,9.238,1.185,592.757,0
4/11/2019 4:15,9.2,1.141,567.398,0
4/11/2019 4:30,9.067,1.088,530.901,0
4/11/2019 4:45,9.026,1.081,524.332,0
4/11/2019 5:00,9.187,1.162,576.991,0
4/11/2019 5:15,9.346,1.132,574.939,0
4/11/2019 5:30,9.253,1.135,569.126,0
4/11/2019 5:45,9.54,1.14,595.232,0
4/11/2019 6:00,9.585,1.206,633.881,0
4/11/2019 6:15,9.788,1.177,636.241,0
4/11/2019 6:30,9.789,1.223,660.854,0
4/11/2019 6:45,10.323,1.271,737.096,0
4/11/2019 7:00,10.61,1.276,767.312,0
4/11/2019 7:15,10.852,1.239,767.261,0
4/11/2019 7:30,11.104,1.322,843.459,0
4/11/2019 7:45,11.379,1.401,922.497,0
4/11/2019 8:00,11.616,1.423,962.166,0
4/11/2019 8:15,11.422,1.411,933.755,0
4/11/2019 8:30,11.399,1.473,972.184,0
4/11/2019 8:45,11.482,1.565,1042.74,0
4/11/2019 9:00,11.097,1.53,975.189,0
4/11/2019 9:15,10.849,1.358,840.839,0
4/11/2019 9:30,10.629,1.391,838.131,0
4/11/2019 9:45,10.722,1.462,891.445,0
4/11/2019 10:00,10.983,1.506,947.62,0
4/11/2019 10:15,11.078,1.463,930.746,0
4/11/2019 10:30,10.81,1.497,922.11,0
4/11/2019 10:45,10.68,1.471,892.274,0
4/11/2019 11:00,10.792,1.412,868.322,0
4/11/2019 11:15,10.821,1.502,926.674,0
4/11/2019 11:30,10.802,1.489,916.675,0
4/11/2019 11:45,10.732,1.475,900.163,0
4/11/2019 12:00,10.896,1.565,974.339,0
4/11/2019 12:15,11.031,1.449,916.847,0
4/11/2019 12:30,10.927,1.451,906.86,0
4/11/2019 12:45,10.58,1.373,822.335,0
4/11/2019 13:00,10.604,1.408,845.997,0
4/11/2019 13:15,10.573,1.421,850.484,0
4/11/2019 13:30,10.624,1.34,807.09,0
4/11/2019 13:45,10.45,1.384,815.62,0
4/11/2019 14:00,10.553,1.373,819.622,0
4/11/2019 14:15,10.528,1.371,815.806,0
4/11/2019 14:30,10.471,1.379,815.143,0
4/11/2019 14:45,10.388,1.333,779.431,0
4/11/2019 15:00,10.324,1.354,785.199,0
4/11/2019 15:15,10.37,1.389,810.439,0
4/11/2019 15:30,10.566,1.399,836.362,0
4/11/2019 15:45,10.673,1.282,776.762,0
4/11/2019 16:00,10.453,1.315,775.179,0
4/11/2019 16:15,10.31,1.378,797.77,0
4/11/2019 16:30,10.345,1.393,810.243,0
4/11/2019 16:45,10.179,1.327,755.68,0
4/11/2019 17:00,10.412,1.347,789.895,0
4/11/2019 17:15,10.199,1.333,761.057,0
4/11/2019 17:30,10.376,1.442,842.089,0
4/11/2019 17:45,10.282,1.362,785.763,0
4/11/2019 18:00,10.36,1.326,772.501,0
4/11/2019 18:15,10.507,1.387,823.17,0
4/11/2019 18:30,10.615,1.403,844.301,0
4/11/2019 18:45,10.537,1.481,882.698,0
4/11/2019 19:00,10.68,1.412,856.1,0
4/11/2019 19:15,10.698,1.38,838.935,0
4/11/2019 19:30,10.685,1.361,825.817,0
4/11/2019 19:45,10.641,1.334,805.404,0
4/11/2019 20:00,10.822,1.433,884.311,0
4/11/2019 20:15,10.803,1.391,856.109,0
4/11/2019 20:30,10.736,1.361,830.995,0
4/11/2019 20:45,10.658,1.382,836.094,0
4/11/2019 21:00,10.633,1.437,866.651,0
4/11/2019 21:15,10.668,1.264,765.382,0
4/11/2019 21:30,10.916,1.437,896.991,0
4/11/2019 21:45,10.743,1.42,867.968,0
4/11/2019 22:00,10.438,1.276,750.826,0
4/11/2019 22:15,10.253,1.243,714.255,0
4/11/2019 22:30,10.413,1.342,787.08,0
4/11/2019 22:45,10.347,1.281,745.392,0
4/11/2019 23:00,10.044,1.352,756.194,0
4/11/2019 23:15,10.089,1.443,811.812,0
4/11/2019 23:30,9.816,1.254,680.238,0
4/11/2019 23:45,9.801,1.278,691.994,0
4/12/2019 0:00,9.534,1.21,631.236,0
4/12/2019 0:15,9.504,1.24,644.484,0
4/12/2019 0:30,9.335,1.13,573.165,0
4/12/2019 0:45,9.295,1.191,600.568,0
4/12/2019 1:00,9.212,1.261,628.19,0
4/12/2019 1:15,9.04,1.174,570.343,0
4/12/2019 1:30,9.203,1.218,606.091,0
4/12/2019 1:45,8.941,1.141,546.122,0
4/12/2019 2:00,8.94,1.075,514.664,0
4/12/2019 2:15,9.217,1.156,576.55,0
4/12/2019 2:30,9.129,1.284,632.125,0
4/12/2019 2:45,9.075,1.162,567.328,0
4/12/2019 3:00,8.823,1.129,530.815,0
4/12/2019 3:15,8.821,1.149,539.952,0
4/12/2019 3:30,9.089,1.179,577.064,0
4/12/2019 3:45,8.89,1.16,551.091,0
4/12/2019 4:00,8.769,1.192,555.61,0
4/12/2019 4:15,8.988,1.15,554.595,0
4/12/2019 4:30,8.805,1.095,513.515,0
4/12/2019 4:45,8.712,1.112,513.971,0
4/12/2019 5:00,8.754,1.09,506.96,0
4/12/2019 5:15,8.939,1.098,525.431,0
4/12/2019 5:30,9.059,1.174,572.1,0
4/12/2019 5:45,9.255,1.208,605.824,0
4/12/2019 6:00,9.501,1.249,648.834,0
4/12/2019 6:15,9.438,1.242,639.635,0
4/12/2019 6:30,9.59,1.27,667.898,0
4/12/2019 6:45,9.851,1.298,707.811,0
4/12/2019 7:00,10.253,1.309,752.358,0
4/12/2019 7:15,10.674,1.34,811.907,0
4/12/2019 7:30,10.701,1.305,793.234,0
4/12/2019 7:45,10.913,1.474,919.339,0
4/12/2019 8:00,11.059,1.502,953.324,0
4/12/2019 8:15,10.92,1.435,895.656,0
4/12/2019 8:30,10.978,1.4,879.868,0
4/12/2019 8:45,10.867,1.452,901.109,0
4/12/2019 9:00,11.14,1.523,975.665,0
4/12/2019 9:15,10.826,1.374,847.989,0
4/12/2019 9:30,10.754,1.425,872.289,0
4/12/2019 9:45,11.329,1.501,983.187,0
4/12/2019 10:00,11.237,1.296,839.906,0
4/12/2019 10:15,11.157,1.26,809.182,0
4/12/2019 10:30,10.9,1.508,939.094,0
4/12/2019 10:45,10.809,1.391,856.634,0
4/12/2019 11:00,10.866,1.31,812.853,0
4/12/2019 11:15,10.99,1.403,882.984,0
4/12/2019 11:30,11.117,1.419,906.72,0
4/12/2019 11:45,10.848,1.325,820.233,0
4/12/2019 12:00,10.69,1.271,771.805,0
4/12/2019 12:15,10.553,1.303,777.847,0
4/12/2019 12:30,10.62,1.293,778.393,0
4/12/2019 12:45,10.51,1.302,773.334,0
4/12/2019 13:00,10.565,1.333,797.189,0
4/12/2019 13:15,10.566,1.42,849.158,0
4/12/2019 13:30,10.519,1.265,752.039,0
4/12/2019 13:45,10.522,1.397,831.018,0
4/12/2019 14:00,10.54,1.315,783.929,0
4/12/2019 14:15,10.347,1.285,747.361,0
4/12/2019 14:30,10.418,1.385,813.19,0
4/12/2019 14:45,10.238,1.369,785.341,0
4/12/2019 15:00,10.442,1.265,744.81,0
4/12/2019 15:15,10.597,1.35,810.358,0
4/12/2019 15:30,10.498,1.321,783.014,0
4/12/2019 15:45,10.402,1.339,784.167,0
4/12/2019 16:00,10.276,1.282,738.894,0
4/12/2019 16:15,10.521,1.316,782.8,0
4/12/2019 16:30,10.509,1.362,808.46,0
